Location,Land_Area,Floor_Area,Number_of_Floors,Number_of_Bedrooms,Number_of_Bathrooms,House_Type,Year_Built,Condition,Parking_Availability,Proximity_to_City_Center,Price
Urban,1859.1,1180.0,3,2,1,Apartment,1987,Renovated,1,2.27,1498031.1
Urban,1482.96,1078.31,4,2,1,Single-Family,1963,Old,1,4.9,1300399.98
Rural,3441.26,2865.33,1,5,2,Apartment,1975,Renovated,1,58.37,2726285.62
Rural,1855.61,1619.94,2,3,1,Multi-Family,1989,Renovated,1,30.6,1600405.46
Suburban,505.05,404.06,2,1,1,Apartment,2003,Renovated,1,18.49,664818.47
Rural,2764.3,2314.22,1,4,3,Single-Family,1962,Old,1,53.59,2321244.98
Suburban,3225.2,2219.06,1,4,3,Multi-Family,1968,Old,1,28.47,2382687.96
Suburban,1703.98,1117.66,2,2,2,Apartment,1991,Renovated,0,17.44,1462528.96
Suburban,1940.34,1274.97,1,2,2,Single-Family,1990,Renovated,0,18.98,1523177.82
Suburban,1850.95,1381.58,1,2,1,Multi-Family,1999,Renovated,0,14.85,1487562.92
Suburban,2153.35,1183.69,2,2,2,Multi-Family,1952,Old,1,11.37,1648565.87
Urban,3606.85,2639.48,1,5,2,Multi-Family,1980,Renovated,1,5.53,2898220.28
Rural,2385.94,1827.76,1,3,1,Apartment,1964,Old,1,52.6,1858127.3
Suburban,3339.59,2256.11,1,4,3,Multi-Family,2003,Renovated,1,27.6,2571114.31
Rural,1531.17,1349.37,1,2,2,Apartment,2002,Renovated,1,51.91,1350488.52
Rural,2116.31,1573.02,1,3,1,Single-Family,1994,Renovated,0,55.74,1713081.95
Suburban,3454.01,2030.96,1,4,2,Apartment,1987,Renovated,1,10.55,2598310.54
Urban,1694.39,1171.99,1,2,1,Apartment,1999,Renovated,0,3.63,1432014.85
Suburban,3512.14,2704.92,2,5,3,Single-Family,1973,Old,1,17.59,2849692.9
Urban,1871.62,1178.09,2,2,2,Apartment,1966,Old,1,6.36,1614440.96
Rural,2178.34,1158.56,2,2,2,Apartment,1967,Old,1,42.65,1586804.31
Urban,4170.16,3058.29,2,6,4,Single-Family,1991,Renovated,1,7.12,3351006.32
Urban,2064.18,1814.72,4,3,1,Multi-Family,1966,Old,0,0.12,1833099.12
Urban,2645.35,1835.95,4,3,2,Single-Family,1965,Old,1,3.09,2112576.78
Rural,3116.44,2687.75,2,5,2,Multi-Family,2001,Renovated,0,53.43,2420183.19
Rural,2726.51,2273.94,1,4,3,Apartment,1985,Renovated,1,45.73,2278148.17
Urban,2755.05,1539.98,4,3,2,Single-Family,1988,Renovated,1,1.04,2118069.18
Urban,2443.46,1913.88,1,3,2,Multi-Family,1974,Old,1,2.76,2043073.12
Suburban,1197.76,807.51,2,1,1,Apartment,1991,Renovated,1,14.28,953885.03
Urban,2848.29,1709.25,1,3,1,Apartment,1970,Old,1,8.73,2155180.09
Suburban,1767.53,1369.44,2,2,2,Apartment,2017,Good,1,15.86,1524009.62
Urban,3275.77,2611.0,2,5,2,Multi-Family,2008,Good,0,6.08,2790163.3
Suburban,3872.06,2214.66,2,4,2,Multi-Family,1979,Renovated,1,14.71,2940740.12
Rural,694.44,601.23,1,1,1,Multi-Family,2006,Good,1,54.38,671333.31
Urban,3873.81,3100.83,3,6,4,Apartment,1982,Renovated,1,0.75,3254188.72
Urban,2088.94,1824.38,3,3,1,Multi-Family,2002,Renovated,1,4.2,1817308.59
Urban,2369.05,1484.99,3,2,2,Single-Family,1965,Old,1,1.77,1900378.58
Urban,1587.61,1390.32,4,2,1,Multi-Family,1998,Renovated,1,1.04,1464844.61
Suburban,2688.47,1740.53,2,3,1,Multi-Family,1954,Old,1,24.44,1985250.01
Urban,2566.81,1338.82,4,2,2,Apartment,2009,Good,1,7.42,2042922.88
Rural,3576.92,2880.09,2,5,2,Single-Family,2020,New,1,40.53,2897170.48
Rural,1758.61,1374.18,2,2,2,Single-Family,2004,Renovated,1,53.91,1489265.38
Urban,4160.8,3075.52,3,6,3,Single-Family,1984,Renovated,0,8.26,3289386.08
Rural,3164.71,2202.5,1,4,2,Multi-Family,2018,Good,1,58.75,2323186.53
Urban,2590.97,1328.82,2,2,1,Apartment,1991,Renovated,0,3.02,1861300.21
Urban,2319.22,1739.04,3,3,1,Multi-Family,2018,Good,1,8.84,2022570.88
Rural,2193.43,1462.43,2,2,1,Apartment,1973,Old,0,50.56,1612914.17
Urban,2258.66,1635.46,2,3,1,Single-Family,2020,New,1,7.98,1966458.48
Rural,2668.4,1792.44,1,3,2,Multi-Family,2020,New,0,54.69,2023350.63
Suburban,2291.0,2030.79,2,4,2,Apartment,2004,Renovated,1,28.87,2004964.23
Urban,1859.47,1379.06,4,2,1,Multi-Family,1963,Old,1,1.41,1592776.18
Suburban,2674.46,2138.75,1,4,2,Apartment,2004,Renovated,0,19.63,2147903.12
Rural,1663.71,1454.98,1,2,2,Single-Family,1964,Old,1,48.75,1421996.39
Suburban,2822.47,2079.14,2,4,2,Multi-Family,1954,Old,1,25.45,2334415.07
Suburban,2276.93,1149.45,1,2,1,Single-Family,1953,Old,1,24.18,1646595.74
Rural,3196.73,1642.21,1,3,1,Multi-Family,1979,Renovated,1,33.91,2175995.57
Suburban,3489.07,2724.74,1,5,3,Multi-Family,2002,Renovated,1,27.76,2869071.49
Suburban,3488.68,2133.8,2,4,3,Apartment,2022,New,1,28.23,2611812.67
Rural,2818.11,2062.16,2,4,3,Apartment,1979,Renovated,1,56.24,2175360.84
Suburban,2934.83,1704.87,1,3,1,Apartment,2010,Good,1,12.24,2209066.65
Rural,2177.25,1323.98,2,2,1,Single-Family,2020,New,1,56.09,1699333.96
Suburban,3177.64,2230.25,1,4,2,Single-Family,2017,Good,1,18.17,2548054.64
Rural,3290.5,2929.29,2,5,3,Multi-Family,2004,Renovated,0,32.06,2691974.16
Rural,932.67,696.25,2,1,1,Apartment,2020,New,1,30.95,793829.63
Suburban,2878.35,2517.0,1,5,3,Single-Family,2022,New,0,22.22,2602295.48
Suburban,3868.13,3418.47,1,6,4,Multi-Family,1991,Renovated,1,23.67,3266946.89
Suburban,2143.71,1250.31,1,2,1,Single-Family,1978,Renovated,0,23.96,1665969.64
Urban,1925.45,1202.4,3,2,1,Multi-Family,1984,Renovated,1,6.31,1619488.52
Urban,2080.14,1680.75,3,3,2,Apartment,1994,Renovated,1,7.83,1915590.52
Urban,995.12,842.57,4,1,1,Multi-Family,2023,New,0,2.31,961103.55
Rural,2625.98,1858.38,2,3,2,Multi-Family,1978,Renovated,0,59.21,2024146.91
Suburban,2529.97,2270.12,1,4,3,Apartment,2019,Good,0,21.34,2174342.03
Rural,2697.03,1361.0,2,2,1,Apartment,1952,Old,1,49.5,1827841.34
Urban,2915.98,1807.43,4,3,1,Multi-Family,2006,Good,1,3.34,2363682.08
Suburban,1702.01,1275.26,1,2,1,Single-Family,2015,Good,1,14.74,1419032.39
Rural,2773.2,1907.17,2,3,1,Apartment,1971,Old,0,44.53,2085629.78
Suburban,2943.2,1608.87,2,3,1,Multi-Family,1976,Renovated,1,10.98,2268080.54
Rural,2011.61,1301.74,1,2,1,Apartment,1971,Old,1,33.06,1613032.08
Suburban,2920.12,1489.78,1,2,1,Apartment,2023,New,1,10.39,2115668.74
Urban,2580.71,1953.85,3,3,2,Single-Family,1998,Renovated,0,3.24,2188605.39
Urban,1868.81,1601.75,2,3,1,Apartment,1973,Old,1,4.8,1702056.22
Suburban,2782.79,2376.36,2,4,2,Multi-Family,1976,Renovated,1,27.73,2291446.9
Rural,2209.29,1722.84,2,3,1,Multi-Family,1985,Renovated,1,33.54,1696936.02
Urban,3197.07,2194.17,1,4,2,Apartment,1966,Old,1,0.03,2542086.02
Urban,2260.83,1593.46,2,3,2,Apartment,2005,Good,1,7.39,1980212.6
Urban,1210.23,671.4,3,1,1,Single-Family,1959,Old,1,6.15,1188955.53
Suburban,2766.99,1760.93,2,3,2,Single-Family,2003,Renovated,1,18.23,2122369.91
Suburban,2729.4,1569.65,1,3,2,Single-Family,2023,New,0,28.11,2080644.94
Rural,1418.86,1175.5,1,2,2,Multi-Family,2023,New,0,45.83,1177183.82
Rural,3250.54,2814.65,1,5,3,Single-Family,1987,Renovated,0,46.43,2725799.92
Rural,3198.22,2285.99,2,4,3,Multi-Family,1953,Old,1,57.8,2472083.5
Suburban,1630.02,1289.52,2,2,1,Single-Family,1999,Renovated,0,14.65,1406533.37
Suburban,1840.37,1009.6,1,2,2,Multi-Family,2010,Good,0,15.46,1441818.85
Rural,2357.99,1752.96,1,3,2,Apartment,1970,Old,1,52.22,1811999.37
Rural,1741.15,1360.04,2,2,1,Multi-Family,1985,Renovated,1,48.26,1475006.26
Suburban,3140.4,2138.95,1,4,3,Apartment,1995,Renovated,1,20.27,2528169.89
Rural,2648.97,1582.25,2,3,1,Multi-Family,2020,New,1,35.15,2065665.8
Urban,1406.44,1196.81,2,2,1,Multi-Family,1993,Renovated,1,3.02,1388718.28
Suburban,1677.53,1337.27,1,2,1,Apartment,2013,Good,1,21.41,1421598.31
Rural,3687.72,3171.23,1,6,3,Multi-Family,1967,Old,1,39.85,2985530.5
Suburban,4035.56,3338.87,2,6,4,Multi-Family,1962,Old,1,20.31,3315894.79
Urban,3038.73,2723.16,4,5,3,Single-Family,1962,Old,1,4.72,2612520.77
Suburban,2288.72,1320.29,2,2,2,Apartment,1974,Old,1,14.04,1691282.66
Suburban,2060.04,1101.5,1,2,1,Apartment,1954,Old,1,29.78,1531538.82
Suburban,3049.7,1935.95,1,3,1,Single-Family,1988,Renovated,1,29.39,2333589.34
Suburban,2575.92,1420.88,2,2,1,Single-Family,1978,Renovated,1,18.42,2097166.69
Urban,889.93,631.18,3,1,1,Apartment,2006,Good,1,1.28,978471.83
Suburban,3531.87,2660.25,1,5,2,Apartment,1995,Renovated,1,26.54,2784947.21
Suburban,3845.8,2812.49,2,5,3,Apartment,1982,Renovated,1,24.52,3002894.51
Rural,3237.25,1954.32,1,3,2,Single-Family,1959,Old,1,48.71,2302131.8
Suburban,1408.39,1216.19,2,2,1,Single-Family,2007,Good,0,17.49,1303046.0
Rural,1863.17,947.36,2,1,1,Multi-Family,1974,Old,0,59.89,1271762.66
Urban,642.28,410.55,1,1,1,Single-Family,2023,New,1,6.36,734388.78
Urban,4096.05,3226.04,2,6,3,Multi-Family,1988,Renovated,1,1.12,3336344.31
Urban,2143.26,1729.12,1,3,1,Multi-Family,1965,Old,0,9.27,1925456.15
Urban,4833.29,3221.13,4,6,4,Single-Family,2009,Good,1,4.79,3820726.44
Rural,4455.23,2257.75,1,4,3,Single-Family,1977,Renovated,0,38.54,3025895.38
Suburban,1596.57,1192.98,2,2,1,Single-Family,1993,Renovated,1,16.67,1315756.93
Urban,1791.73,941.08,1,1,1,Single-Family,2007,Good,1,2.62,1517292.93
Suburban,2966.19,1611.06,2,3,1,Apartment,1981,Renovated,0,23.64,2106942.98
Rural,745.46,566.62,2,1,1,Single-Family,2012,Good,1,35.46,770723.35
Rural,2061.74,1288.58,1,2,2,Multi-Family,1994,Renovated,0,43.09,1587285.78
Rural,1961.84,1254.03,1,2,2,Multi-Family,2002,Renovated,1,36.12,1483053.63
Urban,4351.17,3022.86,4,6,4,Apartment,2010,Good,0,8.03,3451123.45
Suburban,2661.02,2372.12,2,4,2,Apartment,1999,Renovated,1,20.25,2312403.94
Suburban,2215.23,1963.09,1,3,2,Single-Family,1976,Renovated,0,12.22,1826373.66
Suburban,1868.52,1245.38,2,2,2,Apartment,1975,Renovated,1,11.61,1542347.94
Rural,3394.05,2057.47,2,4,2,Single-Family,1952,Old,1,57.29,2452854.15
Urban,2003.29,1244.12,4,2,1,Single-Family,1988,Renovated,0,5.65,1630454.38
Rural,2449.72,1488.24,2,2,2,Apartment,2014,Good,0,30.26,1817915.64
Rural,1860.88,1326.62,2,2,1,Apartment,1984,Renovated,1,51.64,1496403.91
Suburban,982.46,729.72,1,1,1,Multi-Family,2002,Renovated,0,27.34,845582.95
Rural,1503.96,1046.02,2,2,1,Apartment,1995,Renovated,1,53.22,1208258.11
Suburban,1998.03,1325.09,2,2,2,Apartment,2017,Good,1,27.35,1571857.1
Urban,2236.75,1307.41,4,2,2,Apartment,1971,Old,0,9.92,1715536.51
Suburban,2280.58,1580.45,1,3,1,Multi-Family,2009,Good,1,18.52,1834086.38
Urban,2411.08,1534.51,1,3,1,Single-Family,1955,Old,1,5.29,1851349.92
Suburban,2011.31,1441.38,2,2,2,Multi-Family,2001,Renovated,1,11.72,1675265.98
Rural,3849.13,2964.12,1,5,3,Apartment,2022,New,0,59.14,3100229.44
Rural,3447.98,2597.45,1,5,2,Apartment,2022,New,0,37.38,2669035.02
Urban,2364.89,1619.94,3,3,1,Apartment,1978,Renovated,1,0.63,2011379.62
Urban,2754.26,1989.74,2,3,2,Single-Family,1992,Renovated,0,9.56,2248500.18
Urban,2127.91,1306.41,4,2,1,Multi-Family,2023,New,0,6.48,1629553.65
Suburban,343.49,175.08,2,1,1,Multi-Family,1983,Renovated,0,11.04,522099.2
Suburban,2520.49,1890.39,2,3,1,Single-Family,1980,Renovated,0,15.44,1973937.37
Urban,2805.61,1686.25,4,3,2,Multi-Family,1995,Renovated,1,9.47,2205076.57
Rural,887.34,681.11,2,1,1,Single-Family,1953,Old,1,48.96,782709.94
Suburban,2999.41,2395.94,1,4,3,Single-Family,1951,Old,0,28.57,2417502.59
Suburban,2219.42,1922.84,1,3,1,Multi-Family,1954,Old,1,20.4,1927270.74
Suburban,2837.93,2506.6,2,5,2,Multi-Family,1995,Renovated,1,16.24,2494144.05
Urban,2249.6,1134.27,1,2,1,Single-Family,1968,Old,1,5.69,1667084.21
Urban,3750.95,3361.41,2,6,3,Multi-Family,1987,Renovated,1,3.93,3215799.5
Urban,2726.23,2107.94,1,4,3,Single-Family,2008,Good,1,2.53,2300567.39
Urban,3502.42,2652.77,4,5,2,Multi-Family,2021,New,1,9.05,2863540.58
Urban,3584.73,1814.18,4,3,2,Multi-Family,1969,Old,1,0.85,2616775.74
Rural,1380.44,1165.77,2,2,2,Multi-Family,2017,Good,0,43.02,1238205.8
Rural,1760.98,982.97,2,1,1,Multi-Family,2002,Renovated,1,50.24,1234402.2
Urban,2951.61,2464.39,4,4,3,Multi-Family,2004,Renovated,1,9.2,2527951.47
Suburban,2134.46,1080.52,1,2,1,Apartment,1988,Renovated,1,23.91,1562118.39
Urban,2261.39,1715.01,2,3,2,Apartment,1985,Renovated,0,3.73,1939802.87
Rural,3786.56,2551.84,2,5,2,Multi-Family,2007,Good,0,57.92,2856641.25
Rural,2189.63,1270.66,1,2,1,Multi-Family,1964,Old,1,38.14,1655993.75
Suburban,1531.07,831.41,2,1,1,Multi-Family,1950,Old,1,10.87,1136814.05
Rural,1666.2,1126.44,1,2,2,Single-Family,1958,Old,1,53.34,1326644.16
Urban,4682.36,2572.12,2,5,2,Apartment,1972,Old,0,0.46,3368661.86
Suburban,2321.78,1612.66,2,3,2,Single-Family,2001,Renovated,1,21.22,1800978.56
Urban,1135.75,851.91,1,1,1,Apartment,1975,Renovated,0,5.81,974673.94
Urban,730.54,607.04,4,1,1,Apartment,2009,Good,1,6.24,801382.8
Suburban,1875.36,1446.76,2,2,2,Multi-Family,1967,Old,1,11.72,1580923.59
Urban,2303.48,1211.81,4,2,1,Multi-Family,2007,Good,0,1.9,1829860.86
Rural,3449.17,2148.74,1,4,3,Single-Family,2014,Good,0,33.79,2542199.42
Urban,3352.35,2062.34,4,4,2,Single-Family,2018,Good,0,2.44,2601953.87
Suburban,2493.65,2159.53,1,4,2,Multi-Family,1963,Old,1,12.6,2127752.68
Suburban,2045.83,1733.05,2,3,1,Multi-Family,1995,Renovated,1,17.91,1722473.51
Suburban,2839.6,1840.23,1,3,2,Apartment,2018,Good,1,27.68,2199123.72
Urban,751.25,397.01,1,1,1,Apartment,1981,Renovated,0,3.66,724162.97
Suburban,4481.08,3843.17,2,7,3,Multi-Family,2000,Renovated,1,12.54,3630254.17
Suburban,3154.11,2697.63,1,5,3,Apartment,2018,Good,0,16.22,2672023.5
Urban,3366.99,2834.66,4,5,2,Single-Family,1964,Old,0,2.12,2865124.3
Rural,1425.85,1194.91,2,2,2,Apartment,2002,Renovated,1,46.83,1318079.37
Urban,3782.65,2617.98,2,5,3,Multi-Family,2020,New,1,5.93,3078261.36
Suburban,2039.98,1164.77,1,2,2,Apartment,2018,Good,0,24.67,1594016.57
Suburban,1547.44,1069.27,1,2,1,Multi-Family,1964,Old,1,26.87,1188170.32
Urban,2460.83,1717.26,1,3,2,Apartment,1979,Renovated,0,4.26,1957724.98
Rural,2437.44,1696.39,1,3,1,Single-Family,1973,Old,1,59.67,1788965.87
Suburban,1421.46,1017.07,1,2,2,Single-Family,1984,Renovated,1,12.49,1225776.87
Suburban,1605.06,967.95,2,1,1,Multi-Family,2018,Good,0,18.47,1317011.55
Suburban,1526.77,987.05,2,1,1,Multi-Family,1961,Old,1,12.24,1256565.98
Urban,1536.28,1034.95,4,2,2,Multi-Family,1995,Renovated,1,6.25,1384169.44
Suburban,2111.9,1166.72,2,2,2,Apartment,2018,Good,0,11.4,1643881.83
Rural,1111.01,757.87,2,1,1,Apartment,1985,Renovated,1,40.51,890253.41
Suburban,1808.63,1490.65,2,2,2,Apartment,1997,Renovated,1,17.85,1571288.96
Suburban,3545.13,2946.8,1,5,2,Single-Family,2016,Good,0,20.87,2906788.57
Rural,3323.31,2208.76,1,4,2,Multi-Family,2003,Renovated,1,33.81,2573062.04
Suburban,1450.12,1025.99,2,2,1,Apartment,1985,Renovated,0,28.94,1201837.62
Urban,3458.2,1775.65,2,3,1,Single-Family,2001,Renovated,0,2.41,2498902.34
Urban,533.56,410.72,1,1,1,Multi-Family,1971,Old,1,3.96,558834.74
Urban,4929.14,3262.31,3,6,3,Single-Family,1987,Renovated,0,3.94,3710601.88
Rural,3800.31,2577.34,1,5,3,Multi-Family,2011,Good,1,44.06,2912720.6
Suburban,1940.27,1648.2,2,3,2,Apartment,2014,Good,1,10.51,1715864.96
Urban,2882.43,1973.7,3,3,1,Single-Family,1952,Old,0,6.34,2181804.61
Rural,1099.08,558.86,1,1,1,Single-Family,1957,Old,1,54.82,755472.82
Suburban,2560.44,1513.21,2,3,2,Single-Family,1988,Renovated,1,10.12,1925549.33
Rural,2316.34,1598.85,1,3,2,Multi-Family,1967,Old,1,31.83,1782826.74
Urban,1665.24,1115.31,4,2,1,Multi-Family,1952,Old,0,6.24,1427806.14
Urban,2031.44,1714.84,4,3,2,Single-Family,1967,Old,1,2.84,1816753.32
Urban,1933.01,1385.69,1,2,1,Multi-Family,1950,Old,0,3.94,1547222.64
Rural,1368.26,1061.57,2,2,2,Single-Family,1975,Renovated,0,59.47,1092334.35
Rural,1641.85,1129.15,2,2,2,Apartment,2001,Renovated,1,36.15,1355785.9
Urban,1058.16,715.17,4,1,1,Single-Family,1961,Old,0,7.7,961728.68
Rural,3357.33,2278.0,2,4,3,Single-Family,1987,Renovated,0,40.6,2497421.58
Urban,1567.89,1041.66,2,2,2,Multi-Family,1990,Renovated,1,5.19,1268560.82
Urban,1277.98,914.31,3,1,1,Multi-Family,2002,Renovated,1,0.76,1193215.16
Suburban,3341.5,2005.49,2,4,2,Multi-Family,1962,Old,0,22.24,2444210.56
Rural,2869.62,2457.61,2,4,3,Apartment,1962,Old,0,57.68,2394880.66
Urban,3304.5,2092.52,3,4,2,Apartment,1967,Old,1,2.15,2546828.38
Urban,3416.08,1909.62,4,3,1,Apartment,1968,Old,1,0.1,2539644.2
Rural,4437.45,2390.1,2,4,3,Multi-Family,1968,Old,1,30.57,3109836.19
Suburban,2343.96,1184.57,1,2,1,Single-Family,2019,Good,1,22.95,1777748.72
Suburban,1042.39,697.51,2,1,1,Single-Family,1997,Renovated,0,11.84,924343.41
Urban,2771.04,1593.47,1,3,2,Single-Family,2020,New,0,7.62,2103841.2
Rural,1831.0,931.35,2,1,1,Multi-Family,2020,New,0,37.2,1274775.32
Suburban,1542.49,1092.09,2,2,2,Multi-Family,1977,Renovated,1,14.74,1386641.41
Rural,2599.93,2007.12,2,4,3,Apartment,1968,Old,1,36.48,2060396.88
Rural,3365.75,1798.32,1,3,1,Multi-Family,1997,Renovated,1,37.79,2415819.2
Urban,1664.01,1138.8,2,2,2,Single-Family,1978,Renovated,1,6.04,1443426.23
Suburban,3774.39,3009.89,2,6,3,Apartment,1997,Renovated,0,21.76,2945891.9
Urban,1510.39,1350.78,4,2,1,Apartment,1968,Old,1,6.72,1476884.98
Suburban,2256.1,1730.15,2,3,2,Multi-Family,1996,Renovated,0,23.63,1889769.69
Suburban,2886.31,1725.83,1,3,1,Apartment,2009,Good,1,21.53,2227371.52
Suburban,2112.1,1661.42,1,3,1,Apartment,1997,Renovated,1,17.62,1733091.45
Suburban,724.0,535.16,1,1,1,Multi-Family,1969,Old,1,10.47,742977.43
Suburban,3427.41,2004.07,2,4,2,Apartment,1968,Old,1,28.1,2549594.63
Rural,1876.54,1577.13,1,3,1,Single-Family,1991,Renovated,1,54.45,1533497.96
Urban,3244.9,2177.2,2,4,2,Multi-Family,1998,Renovated,1,8.86,2567674.1
Rural,1235.86,1093.48,2,2,1,Single-Family,1964,Old,1,56.5,1064143.3
Suburban,1406.56,1110.0,2,2,2,Single-Family,2009,Good,1,16.3,1253729.55
Urban,3362.43,2548.13,2,5,2,Single-Family,2017,Good,1,2.66,2795022.05
Suburban,2840.51,2247.81,1,4,3,Single-Family,1976,Renovated,1,15.22,2405137.74
Urban,2061.41,1424.93,3,2,2,Apartment,2004,Renovated,1,9.34,1720476.34
Rural,2855.03,2004.49,2,4,2,Apartment,1964,Old,1,36.77,2190111.19
Urban,1545.96,1299.35,2,2,2,Multi-Family,2001,Renovated,1,7.45,1443489.4
Urban,2610.26,2016.09,2,4,3,Multi-Family,1980,Renovated,1,3.92,2274526.03
Urban,2628.55,2257.65,4,4,3,Single-Family,1956,Old,0,0.24,2265637.5
Urban,2126.22,1820.75,1,3,1,Single-Family,1962,Old,1,9.39,1916164.8
Urban,1664.71,1482.58,1,2,2,Multi-Family,2003,Renovated,1,1.18,1533742.32
Suburban,2570.25,2005.02,2,4,3,Multi-Family,1962,Old,0,16.21,2092984.96
Urban,2445.02,1713.77,4,3,2,Multi-Family,1969,Old,1,3.84,2038525.06
Urban,2034.18,1152.41,4,2,2,Multi-Family,1959,Old,1,8.11,1658928.61
Rural,1466.19,1146.78,2,2,2,Single-Family,2001,Renovated,0,53.79,1186394.88
Urban,2512.48,1549.27,3,3,2,Multi-Family,1986,Renovated,0,6.33,1981181.47
Rural,2036.68,1248.85,1,2,1,Apartment,2001,Renovated,1,36.14,1508889.45
Suburban,1465.34,872.34,2,1,1,Single-Family,1976,Renovated,1,21.02,1102303.76
Urban,2543.53,2162.12,4,4,3,Apartment,1983,Renovated,1,7.99,2225771.44
Rural,4108.31,3480.5,2,6,3,Multi-Family,2011,Good,1,43.07,3321338.78
Rural,2133.17,1604.97,2,3,1,Apartment,1965,Old,1,37.76,1668196.15
Suburban,3997.78,2755.24,1,5,3,Multi-Family,2008,Good,0,26.59,3023132.11
Urban,4614.33,3547.71,4,7,4,Apartment,1970,Old,1,6.45,3741432.88
Urban,1546.58,1148.94,2,2,1,Single-Family,1965,Old,1,7.36,1398794.01
Rural,2509.04,1671.76,2,3,2,Apartment,1962,Old,0,48.26,1868706.22
Urban,4603.73,3000.95,4,6,4,Single-Family,1982,Renovated,1,1.02,3521052.95
Rural,2378.92,1553.71,2,3,1,Apartment,2003,Renovated,1,59.6,1781873.2
Urban,2536.81,1866.21,1,3,2,Apartment,2018,Good,0,2.94,2105337.81
Rural,829.99,630.02,2,1,1,Single-Family,1976,Renovated,1,48.08,787501.41
Urban,1968.34,1339.84,2,2,2,Single-Family,2001,Renovated,1,5.36,1607105.47
Suburban,3055.59,2711.76,1,5,3,Multi-Family,2014,Good,0,17.08,2570030.68
Urban,4929.28,2629.96,2,5,2,Single-Family,1993,Renovated,1,8.93,3576565.04
Urban,2303.99,1471.83,3,2,1,Single-Family,1979,Renovated,1,7.17,1902748.0
Suburban,837.37,559.05,1,1,1,Multi-Family,1972,Old,0,11.43,669684.59
Urban,1094.75,554.78,4,1,1,Single-Family,1965,Old,0,0.46,881713.75
Suburban,2464.21,1591.84,1,3,2,Single-Family,2004,Renovated,0,16.17,1800342.83
Urban,3677.21,2241.2,2,4,2,Apartment,1967,Old,1,8.46,2857201.96
Rural,3137.35,2203.72,1,4,2,Multi-Family,1966,Old,1,38.36,2340228.55
Rural,2960.26,1878.48,2,3,1,Multi-Family,2001,Renovated,1,33.39,2236788.03
Urban,3809.14,3011.02,3,6,3,Apartment,1994,Renovated,1,2.49,3223092.61
Urban,1779.77,1252.91,1,2,1,Multi-Family,2005,Good,1,4.95,1623502.58
Urban,2519.09,1390.3,3,2,1,Apartment,2003,Renovated,1,7.25,1857803.55
Rural,1979.62,1583.74,2,3,2,Single-Family,1958,Old,1,52.49,1664426.05
Urban,2228.54,1202.72,1,2,1,Multi-Family,1966,Old,1,4.77,1763445.54
Rural,1493.73,1248.19,2,2,1,Single-Family,1976,Renovated,1,52.43,1318145.87
Suburban,2156.02,1881.28,2,3,1,Multi-Family,1986,Renovated,1,25.28,1754430.59
Rural,2472.28,1555.01,1,3,1,Single-Family,1971,Old,1,50.92,1807514.79
Rural,2128.53,1852.79,1,3,2,Multi-Family,2021,New,1,31.94,1754169.06
Suburban,2338.94,1911.39,1,3,1,Multi-Family,2016,Good,1,23.16,1957398.66
Rural,2905.04,2524.4,2,5,3,Single-Family,1987,Renovated,1,49.32,2460575.79
Urban,3738.7,2865.74,2,5,2,Apartment,2021,New,0,9.97,3141795.65
Urban,3811.16,2264.81,2,4,3,Multi-Family,1993,Renovated,1,6.23,2949544.68
Rural,3261.42,2797.68,2,5,2,Apartment,1985,Renovated,0,30.84,2659716.1
Urban,1240.02,711.41,2,1,1,Apartment,1974,Old,1,1.92,1046862.49
Rural,2139.59,1252.14,2,2,1,Apartment,1991,Renovated,1,59.57,1562960.78
Urban,2225.71,1354.18,4,2,1,Apartment,1962,Old,0,0.08,1755087.65
Urban,1842.85,1145.7,4,2,2,Apartment,2005,Good,0,0.31,1529304.99
Rural,2842.35,2006.11,1,4,3,Apartment,2000,Renovated,0,33.63,2224898.54
Urban,905.67,711.3,4,1,1,Multi-Family,1999,Renovated,0,4.67,887212.33
Rural,4193.57,3650.43,2,7,3,Apartment,2001,Renovated,1,56.39,3491706.86
Urban,3695.22,1978.33,3,3,2,Multi-Family,1982,Renovated,1,8.88,2786660.53
Urban,2978.2,2626.02,4,5,3,Multi-Family,1974,Old,1,7.72,2540593.32
Suburban,2437.89,2117.38,2,4,3,Multi-Family,2007,Good,1,18.82,2172962.69
Suburban,3728.84,1944.96,2,3,1,Single-Family,1989,Renovated,1,20.08,2685703.95
Rural,3189.4,2054.38,1,4,3,Apartment,1987,Renovated,1,41.75,2378976.08
Suburban,3606.64,2976.41,2,5,2,Single-Family,1952,Old,1,15.49,3037003.93
Rural,2440.95,1817.61,1,3,1,Apartment,1965,Old,1,56.36,1912803.56
Suburban,4289.31,3481.37,1,6,4,Single-Family,1951,Old,1,23.86,3479762.41
Urban,3666.89,2888.09,3,5,2,Multi-Family,1972,Old,1,6.18,3031286.71
Rural,3009.54,2102.79,2,4,2,Single-Family,1979,Renovated,0,59.31,2309386.71
Rural,3755.97,1939.91,1,3,2,Multi-Family,1959,Old,1,45.64,2661192.83
Urban,2080.84,1526.73,3,3,1,Single-Family,2014,Good,1,1.62,1736392.41
Rural,1332.5,692.14,2,1,1,Apartment,1971,Old,1,42.87,1062671.83
Rural,2821.55,2092.15,1,4,3,Apartment,2001,Renovated,1,32.9,2266640.55
